i'll,313
ire,314
soy,315
fat,316
gordo,317
gorda,318
fit,319
forma,320
afectado,321
mad,322
loco,323
old,324
viejo,325
shy,326
timido,327
wet,328
mojada,329
it's,330
ok,331
esta,332
bien,333
join,334
unete,335
nosotros,336
parte,337
nuestra,338
unase,339
keep,340
guardalo,341
lie,342
low,343
pasa,344
desapercibido,345
lock,346
echa,347
cerrojo,348
candado,349
too,350
tambien,351
open,352
abre,353
perfect,354
perfecto,355
push,356
empujala,357
empujalo,358
empujadlo,359
empujadla,360
empujelo,361
empujela,362
empujenlo,363
empujenla,364
see,365
you,366
nos,367
vemos,368
show,369
muestramelo,370
ensenamelo,371
mostrame,372
muestrame,373
shut,374
cierra,375
boca,376
callense,377
callate,378
cerra,379
pico,380
skip,381
saltatelo,382
so,383
long,384
paralo,385
detenlo,386
take,387
cogelo,388
tell,389
dimelo,390
decime,391
dime,392
decidmelo,393
cuentame,394
comio,395
gano,396
esperame,397
despierto,398
wake,399
despierta,400
despiertate,401
despertate,402
wash,403
lavate,404
las,405
manos,406
preocupamos,407
sabemos,408
perdimos,409
welcome,410
bienvenido,411
bienvenidos,412
bienvenidas,413
ha,414
not,415
has,416
am,417
them,418
preguntales,419
back,420
off,421
aparta,422
retrocede,423
apartate,424
man,425
hombre,426
brave,427
fuerte,428
brief,429
breve,430
breves,431
quiet,432
still,433
te,434
muevas,435
llamalo,436
tomas,437
llamenlo,438
cheer,439
animate,440
venga,441
calmate,442
cuff,443
esposale,444
don't,445
vayas,446
drink,447
bebelo,448
drive,449
find,450
encontralo,451
encuentralo,452
encuentrelo,453
encuentrenlo,454
encuentre,455
encuentren,456
fix,457
this,458
arregla,459
esto,460
down,461
agachate,462
abajo,463
suelo,464
tumbate,465
pierdete,466
esfumate,467
real,468
piensalo,469
los,470
ojos,471
ahead,472
adelante,473
entra,474
entrad,475
going,476
subes,477
job,478
buen,479
trabajo,480
grab,481
agarralo,482
have,483
fun,484
diviertanse,485
pasala,486
pasenla,487
spoke,488
hablo,489
tries,490
intenta,491
prueba,492
guys,493
hay,494
ey,495
chavales,496
troncos,497
tal,498
os,499
va,500
how,501
cute,502
encanto,503
deep,504
tan,505
profundo,506
como,507
humor,508
hazme,509
favor,510
complaceme,511
apresurate,512
apurese,513
agreed,514
convine,515
acepte,516
accedi,517
comi,518
can,519
puedo,520
ir,521
cursed,522
maldije,523
despotrique,524
did,525
hice,526
failed,527
fracase,528
falle,529
forgot,530
olvide,531
by,532
arreglo,533
entiendo,534
had,535
tenia,536
helped,537
ayude,538
jumped,539
looked,540
mire,541
phoned,542
llame,543
telefono,544
prayed,545
rece,546
refuse,547
niego,548
resign,549
renuncio,550
sat,551
sente,552
saw,553
vi,554
shaved,555
rasure,556
sighed,557
suspire,558
smiled,559
sonrei,560
stayed,561
talked,562
hable,563
hablaba,564
charle,565
charlaba,566
use,567
uso,568
waited,569
espere,570
pay,571
pagare,572
vuelto,573
vuelta,574
bald,575
calvo,576
calmado,577
deaf,578
sordo,579
done,580
terminado,581
acabado,582
easy,583
bastante,584
facilon,585
fine,586
perfectamente,587
free,588
libre,589
full,590
lleno,591
llena,592
llene,593
here,594
hurt,595
herido,596
late,597
llego,598
tarde,599
lazy,600
vago,601
perdida,602
mean,603
malo,604
next,605
toca,606
mi,607
okay,608
poor,609
pobre,610
rich,611
rica,612
rico,613
safe,614
salvo,615
sick,616
enferma,617
thin,618
flaca,619
delgado,620
tidy,621
limpio,622
ugly,623
fea,624
warm,625
calentito,626
weak,627
debil,628
wise,629
listo,630
i've,631
gane,632
broke,633
roto,634
helps,635
hurts,636
duele,637
works,638
funciona,639
es,640
big,641
grande,642
divertido,643
his,644
suyo,645
new,646
nuevo,647
odd,648
extrano,649
red,650
rojo,651
sad,652
triste,653
tea,654
prohibido,655
pasar,656
entrar,657
kiss,658
besa,659
besen,660
leave,661
dejalo,662
dejame,663
dejanos,664
let's,665
vamonos,666
vamos,667
look,668
cuidado,669
marry,670
casate,671
conmigo,672
may,673
save,674
salva,675
she,676
ella,677
died,678
murio,679
marcho,680
runs,681
sit,682
sentate,683
sientate,684
sientense,685
aca,686
speak,687
mas,688
habla,689
alto,690
stand,691
preparate,692
parate,693
pie,694
put,695
deten,696
llevate,697
taste,698
diselo,699
terrific,700
genial,701
they,702
ellos,703
ganaron,704
muerto,705
cayo,706
knew,707
sabia,708
constancia,709
ello,710
mintio,711
mentia,712
lies,713
miente,714
perdio,715
pago,716
canto,717
spit,718
escupio,719
swam,720
nado,721
lloro,722
tom's,723
demasiado,724
trust,725
confia,726
hard,727
intentalo,728
some,729
poco,730
pruebe,731
prueben,732
proba,733
usa,734
warn,735
avisale,736
avisele,737
avisenle,738
watch,739
mirame,740
vigilame,741
observame,742
observanos,743
estamos,744
intentamos,745
we'll,746
iremos,747
we're,748
what,749
for,750
y,751
callo,752
ido,753
dejado,754
who's,755
write,756
escribeme,757
perdiste,758
perdido,759
perdisteis,760
habeis,761
usted,762
perdieron,763
ustedes,764
han,765
after,766
despues,767
ti,768
tu,769
primero,770
vosotras,771
aim,772
apunta,773
answer,774
respondeme,775
respondedme,776
respondanme,777
honest,778
sincero,779
strong,780
birds,781
fly,782
pajaros,783
vuelan,784
bless,785
jesus,786
llama,787
calmense,788
tranquilizate,789
ponte,790
paz,791
baja,792
cambio,793
podemos,794
irnos,795
marcharnos,796
catch,797
atrapelo,798
capturalo,799
capturenlo,800
atrapenlo,801
atrapalo,802
chill,803
relajese,804
vuelve,805
veni,806
ven,807
venid,808
vengas,809
over,810
vente,811
venios,812
soon,813
pronto,814
win,815
hazlo,816
inmediatamente,817
dogs,818
bark,819
perros,820
ladran,821
preguntes,822
cry,823
llores,824
lloren,825
lloreis,826
die,827
mueras,828
murais,829
mueran,830
mintais,831
corras,832
excuse,833
perdone,834
disculpeme,835
perdon,836
fantastic,837
fantastico,838
estupendo,839
feel,840
tienta,841
tiente,842
tienten,843
tentad,844
tenta,845
follow,846
sigueme,847
seguidme,848
siguenos,849
forget,850
olvidalo,851
olvidame,852
olvidate,853
olvidenme,854
olvidense,855
ready,856
preparaos,857
to,858
cogerlo,859
inside,860
bed,861
cama,862
that,863
coge,864
alguno,865
toma,866
algo,867
tome,868
is,869
anciano,870
afeito,871
sonrio,872
he's,873
dj,874
fast,875
veloz,876
sosten,877
awful,878
horror,879
weird,880
raro,881
how's,882
divierte,883
well,884
saludable,885
beg,886
ruego,887
suplico,888
belched,889
eructe,890
volar,891
correr,892
ski,893
esquiar,894
changed,895
cambie,896
coughed,897
tosi,898
cringed,899
senti,900
verguenza,901
exhaled,902
exhale,903
fainted,904
consciencia,905
inconsciente,906
gave,907
deje,908
rendi,909
tire,910
toalla,911
cedi,912
pillo,913
give,914
dieron,915
alcanzaron,916
mojado,917
moje,918
grinned,919
hate,920
odio,921
seca,922
golpee,923
golpeo,924
hope,925
espero,926
hurried,927
apure,928
kneeled,929
arrodille,930
arrodillaba,931
laughed,932
rei,933
like,934
gusta,935
love,936
adoro,937
encanta,938
digo,939
met,940
conoci,941
encontre,942
miss,943
echo,944
falta,945
menos,946
anoro,947
need,948
necesito,949
said,950
dije,951
le,952
one,953
uno,954
veia,955
visto,956
veo,957
shouted,958
grite,959
sneezed,960
estornude,961
stopped,962
detuve,963
tripped,964
tropece,965
was,966
estuve,967
era,968
will,969
woke,970
desperte,971
cook,972
cocinare,973
guisare,974
live,975
vivire,976
sing,977
cantare,978
quedare,979
quedo,980
parare,981
dejare,982
esperare,983
aguardare,984
walk,985
caminare,986
andare,987
voy,988
trabajar,989
boy,990
nino,991
pro,992
alone,993
solo,994
sola,995
angry,996
enojado,997
enojada,998
enfadado,999
awake,1000
blind,1001
ciega,1002
valiente,1003
sin,1004
dinero,1005
quebrado,1006
blanca,1007
clean,1008
crazy,1009
loca,1010
drunk,1011
borracho,1012
tomada,1013
prendida,1014
dying,1015
muriendo,1016
first,1017
happy,1018
feliz,1019
loved,1020
amado,1021
amada,1022
lucky,1023
suerte,1024
naked,1025
desnudo,1026
obese,1027
obeso,1028
siento,1029
tired,1030
cansado,1031
cansada,1032
yours,1033
tuyo,1034
tuya,1035
ignore,1036
hagas,1037
caso,1038
ese,1039
bad,1040
grave,1041
far,1042
lejos,1043
eres,1044
burned,1045
quemo,1046
consiguio,1047
fallo,1048
fracaso,1049
floats,1050
flota,1051
poured,1052
diluviaba,1053
rained,1054
llovio,1055
snowed,1056
nevo,1057
stinks,1058
apesta,1059
worked,1060
funciono,1061
son,1062
tv,1063
televisor,1064
cold,1065
hace,1066
frio,1067
fresco,1068
dark,1069
oscuro,1070
duro,1071
hers,1072
mine,1073
mio,1074
mia,1075
tiempo,1076
vale,1077
ours,1078
nuestro,1079
termino,1080
acabo,1081
time,1082
llegado,1083
hora,1084
true,1085
guardalos,1086
quedatelos,1087
guardenselos,1088
guarda,1089
guarde,1090
guardad,1091
guarden,1092
caliente,1093
mantengase,1094
mantenete,1095
abrigado,1096
mantenganse,1097
calientes,1098
abrigados,1099
dejelo,1100
marchate,1101
let,1102
marchar,1103
sueltame,1104
dejeme,1105
comamos,1106
veamos,1107
intentemoslo,1108
silencio,1109
mira,1110
otro,1111
lado,1112
miren,1113
hacia,1114
atras,1115
mirad,1116
loosen,1117
aflojalo,1118
sueltala,1119
aflojala,1120
move,1121
hazte,1122
deja,1123
sitio,1124
mueve,1125
culo,1126
shot,1127
tiro,1128
of,1129
course,1130
supuesto,1131
discrecion,1132
pardon,1133
perdona,1134
please,1135
pontelo,1136
pongaselo,1137
poneoslo,1138
ponganselo,1139
read,1140
lee,1141
lea,1142
lean,1143
leed,1144
rest,1145
descansa,1146
say,1147
deci,1148
search,1149
registren,1150
above,1151
vease,1152
arriba,1153
seize,1154
cogedlo,1155
arrestadlo,1156
prendedlo,1157
capturadlo,1158
seriously,1159
probo,1160
walks,1161
anda,1162
camina,1163
she's,1164
hot,1165
candente,1166
tren,1167
pan,1168
moja,1169
cruje,1170
sign,1171
firme,1172
firma,1173
firmen,1174
firmad,1175
there,1176
ahi,1177
tight,1178
fuera,1179
alejate,1180
manten,1181
mantene,1182
step,1183
da,1184
paso,1185
detente,1186
detengase,1187
detenganse,1188
paraos,1189
detenlos,1190
parales,1191
cuidate,1192
cuidas,1193
cuidaos,1194
asume,1195
mando,1196
control,1197
encargate,1198
tomen,1199
thank,1200
agradezco,1201
esa,1202
dolio,1203
that's,1204
then,1205
entonces,1206
cayeron,1207
fueron,1208
marcharon,1209
iban,1210
nadaban,1211
ellas,1212
nadaron,1213
inclino,1214
cared,1215
preocupaba,1216
importaba,1217
cares,1218
preocupa,1219
importa,1220
dozed,1221
dormito,1222
drank,1223
bebio,1224
drove,1225
condujo,1226
dentro,1227
knits,1228
teje,1229
knows,1230
sabe,1231
mudo,1232
movio,1233
rocks,1234
mece,1235
stood,1236
swims,1237
swore,1238
juro,1239
voted,1240
voto,1241
waved,1242
saludo,1243
trabaja,1244
tom'll,1245
ira,1246
again,1247
intentadlo,1248
otra,1249
vez,1250
pruebatelo,1251
unlock,1252
aguarda,1253
vigila,1254
abusado,1255
pusimos,1256
logramos,1257
fallamos,1258
hemos,1259
fallado,1260
olvidamos,1261
vimos,1262
veiamos,1263
conversamos,1264
esperamos,1265
yawned,1266
bostezamos,1267
veremos,1268
intentaremos,1269
tristes,1270
we've,1271
hecho,1272
what's,1273
conducia,1274
aabe,1275
who'll,1276
more,1277
escribe,1278
maneja,1279
idiot,1280
pedazo,1281
idiota,1282
smell,1283
apestas,1284
start,1285
stink,1286
intentaste,1287
you're,1288
estas,1289
higher,1290
apuntad,1291
all,1292
aboard,1293
todos,1294
bordo,1295
abordaje,1296
despedido,1297
hired,1298
contratada,1299
right,1300
razon,1301
wrong,1302
equivoco,1303
equivocada,1304
respondale,1305
respondele,1306
respondanle,1307
are,1308
tienes,1309
dieciocho,1310
cumplido,1311
apuntas,1312
anyone,1313
cualquiera,1314
preguntadle,1315
preguntele,1316
preguntenle,1317
around,1318
pregunta,1319
alrededores,1320
careful,1321
ten,1322
cuidadoso,1323
content,1324
contento,1325
llega,1326
llegue,1327
patient,1328
paciente,1329
prudent,1330
prudente,1331
serious,1332
sincere,1333
cantan,1334
estan,1335
cantando,1336
bottoms,1337
fondo,1338
breathe,1339
inspira,1340
inspirad,1341
bring,1342
food,1343
traed,1344
comida,1345
wine,1346
trae,1347
venir,1348
acercarme,1349
ayudar,1350
quedar,1351
carry,1352
lleva,1353
check,1354
comprobad,1355
comprueba,1356
choose,1357
escoge,1358
along,1359
venganse,1360
early,1361
temprano,1362
vengan,1363
pasale,1364
pasele,1365
pasenle,1366
quick,1367
rapido,1368
deprisa,1369
cut,1370
parale,1371
men,1372
hombres,1373
lloran,1374
salteis,1375
salten,1376
mireis,1377
movais,1378
mueva,1379
muevan,1380
empujes,1381
cantes,1382
canten,1383
pares,1384
paren,1385
pareis,1386
talk,1387
hables,1388
hablen,1389
esperes,1390
yell,1391
grites,1392
chilles,1393
chilleis,1394
chille,1395
chillen,1396
slowly,1397
enjoy,1398
life,1399
disfruta,1400
vida,1401
face,1402
facts,1403
enfrentate,1404
hechos,1405
enfrentaos,1406
enfrentese,1407
enfrentense,1408
burns,1409
quema,1410
seguilo,1411
siguelo,1412
sigalo,1413
siganlo,1414
siguele,1415
olvidese,1416
olvidenlo,1417
forgive,1418
perdonanos,1419
perdonenos,1420
consiguete,1421
buscate,1422
rindanse,1423
ver,1424
god,1425
exists,1426
dios,1427
existe,1428
faith,1429
fe,1430
tened,1431
tengan,1432
confien,1433
salio,1434
comer,1435
rindio,1436
dio,1437
vencido,1438
cedio,1439
hung,1440
descolgo,1441
corto,1442
gentil,1443
amable,1444
generoso,1445
mezquino,1446
tall,1447
reia,1448
made,1449
hizo,1450
logro,1451
arruinado,1452
cruel,1453
lying,1454
mintiendo,1455
smart,1456
inteligente,1457
head,1458
south,1459
sur,1460
helo,1461
hey,1462
boring,1463
aburrimiento,1464
lovely,1465
bonito,1466
encantador,1467
preciosidad,1468
tragic,1469
tragico,1470
van,1471
cosas,1472
admit,1473
admito,1474
persona,1475
human,1476
humano,1477
rice,1478
arroz,1479
rompi,1480
cocinar,1481
saltar,1482
leer,1483
cantar,1484
quedarme,1485
swim,1486
nadar,1487
chew,1488
gum,1489
mastico,1490
chicle,1491
chuckled,1492
solte,1493
risita,1494
disagree,1495
doubt,1496
dudo,1497
meat,1498
carne,1499
envy,1500
envidio,1501
mal,1502
felt,1503
sentia,1504
fixed,1505
arregle,1506
found,1507
encontrado,1508
puse,1509
enfermo,1510
cogido,1511
guess,1512
imagino,1513
supongo,1514
detesto,1515
hear,1516
oigo,1517
ayudo,1518
conozco,1519
her,1520
les,1521
agrada,1522
art,1523
arte,1524
gustan,1525
tartas,1526
pastel,1527
gustas,1528
agradas,1529
gustais,1530
liked,1531
gusto,1532
lingered,1533
permaneci,1534
amo,1535
enamorada,1536
quiero,1537
prepare,1538
must,1539
air,1540
aire,1541
ice,1542
hielo,1543
objected,1544
objete,1545
promised,1546
prometi,1547
fui,1548
corriendo,1549
apresure,1550
remember,1551
recuerdo,1552
resigned,1553
yes,1554
decia,1555
sentaba,1556
screamed,1557
squinted,1558
entorne,1559
amusgue,1560
survived,1561
sobrevivi,1562
think,1563
creo,1564
threw,1565
vomite,1566
told,1567
dicho,1568
intentado,1569
todas,1570
mis,1571
fuerzas,1572
utilizo,1573
want,1574
estaba,1575
last,1576
ultimo,1577
whistled,1578
silbe,1579
won't,1580
hago,1581
ejercicio,1582
wrote,1583
escribi,1584
i'd,1585
compraria,1586
estare,1587
hare,1588
entrare,1589
disparare,1590
hero,1591
heroe,1592
liar,1593
mentiroso,1594
twin,1595
gemelo,1596
better,1597
mejor,1598
bushed,1599
agotado,1600
buying,1601
comprando,1602
chubby,1603
rechoncho,1604
clumsy,1605
torpe,1606
coming,1607
eating,1608
comiendo,1609
famous,1610
famoso,1611
faster,1612
greedy,1613
codicioso,1614
guilty,1615
culpable,1616
hiding,1617
escondido,1618
honesto,1619
hungry,1620
hambre,1621
pica,1622
bagre,1623
immune,1624
inmune,1625
moving,1626
moviendo,1627
mudare,1628
normal,1629
scared,1630
asustado,1631
single,1632
soltero,1633
soltera,1634
skinny,1635
flacucho,1636
sleepy,1637
sueno,1638
trying,1639
intentando,1640
esforzando,1641
twelve,1642
doce,1643
anos,1644
typing,1645
tecleando,1646
unwell,1647
eaten,1648
comido,1649
ignora,1650
tiene,1651
calor,1652
ill,1653
blue,1654
azul,1655
gratis,1656
dificil,1657
inofensivo,1658
seguro,1659
todo,1660
acaso,1661
asi,1662
este,1663
happens,1664
matters,1665
it'll,1666
burn,1667
quemara,1668
fox,1669
zorra,1670
alive,1671
vivo,1672
begun,1673
empezado,1674
empezo,1675
comenzo,1676
close,1677
cerca,1678
empty,1679
vacio,1680
great,1681
grandioso,1682
green,1683
verde,1684
ivory,1685
marfil,1686
magic,1687
magia,1688
my,1689
cd,1690
night,1691
noche,1692
anochecido,1693
silencioso,1694
correcto,1695
sweet,1696
dulce,1697
water,1698
agua,1699
white,1700
blanco,1701
windy,1702
viento,1703
just,1704
notes,1705
apuntes,1706
tomad,1707
notas,1708
quietos,1709
town,1710
abandona,1711
ciudad,1712
dejar,1713
dejale,1714
irse,1715
dejenlo,1716
dejadlo,1717
salir,1718
dejadme,1719
pagar,1720
chat,1721
charlemos,1722
charlar,1723
escondamonos,1724
besemonos,1725
play,1726
juguemos,1727
pray,1728
oremos,1729
recemos,1730
desistamos,1731
renunciemos,1732
cantemos,1733
nademos,1734
conversemos,1735
vote,1736
votemos,1737
caminemos,1738
trabajemos,1739
lift,1740
levantalo,1741
at,1742
miralo,1743
observalo,1744
contemplalo,1745
miradlo,1746
miranos,1747
buscalo,1748
busquenlo,1749
alli,1750
lasts,1751
amor,1752
dura,1753
mama,1754
comment,1755
comentarios,1756
kidding,1757
problem,1758
problema,1759
problemas,1760
nobody,1761
nadie,1762
once,1763
sientese,1764
sentaos,1765
voz,1766
replace,1767
reemplazadlo,1768
row,1769
rema,1770
cheese,1771
di,1772
patata,1773
decid,1774
guisqui,1775
sonria,1776
vieja,1777
busy,1778
ocupada,1779
canta,1780
huele,1781
ole,1782
huelan,1783
oled,1784
huela,1785
alert,1786
alerta,1787
permanece,1788
consciente,1789
duermas,1790
alejes,1791
vera,1792
sharp,1793
aside,1794
mentir,1795
bolacear,1796
study,1797
estudia,1798
harto,1799
bus,1800
nap,1801
siesta,1802
cover,1803
protegete,1804
these,1805
estos,1806
hablame,1807
hablad,1808
chico,1809
that'll,1810
valdra,1811
sirve,1812
pertenece,1813
cheat,1814
enganaron,1815
hicieron,1816
trampas,1817
durmieron,1818
dormian,1819
quedaron,1820
mantuvieron,1821
pusieron,1822
intentaron,1823
votaron,1824
they're,1825
apuntan,1826
fin,1827
this'll,1828
basta,1829
flies,1830
vuela,1831
convino,1832
aquiescente,1833
estuvo,1834
agrees,1835
bit,1836
mordio,1837
burped,1838
eructo,1839
called,1840
llamo,1841
cheats,1842
trampa,1843
danced,1844
bailo,1845
dances,1846
baila,1847
drinks,1848
bebe,1849
drives,1850
conduce,1851
reprobo,1852
farted,1853
solto,1854
olvido,1855
fought,1856
peleo,1857
lucho,1858
gasped,1859
grito,1860
ahogado,1861
aliento,1862
goofed,1863
metio,1864
pata,1865
levanto,1866
salido,1867
miro,1868
moaned,1869
gimio,1870
nodded,1871
asintio,1872
obeyed,1873
obedecio,1874
paused,1875
detuvo,1876
telefoneo,1877
rezo,1878
rezaba,1879
rested,1880
descanso,1881
vio,1882
rasuro,1883
suspiro,1884
snores,1885
ronca,1886
charlo,1887
walked,1888
camino,1889
winked,1890
guino,1891
lanzo,1892
ojo,1893
bostezo,1894
yelled,1895
llorara,1896
morira,1897
pagara,1898
ocupado,1899
dead,1900
glad,1901
gone,1902
marchado,1903
disparado,1904
feo,1905
tough,1906
luck,1907
mala,1908
turn,1909
enciendelo,1910
gira,1911
derecha,1912
mentimos,1913
somos,1914
cds,1915
compramos,1916
cedes,1917
intentarlo,1918
probarlo,1919
probar,1920
ganar,1921
cheered,1922
aplaudimos,1923
divertimos,1924
pasamos,1925
reimos,1926
hicimos,1927
deberiamos,1928
debemos,1929
queremos,1930
haremos,1931
fail,1932
fracasaremos,1933
ayudaremos,1934
echaremos,1935
obey,1936
obedeceremos,1937
cantaremos,1938
esperaremos,1939
nosotras,1940
caminar,1941
trabajaremos,1942
regresado,1943
ocupados,1944
calmados,1945
tenemos,1946
terminamos,1947
even,1948
perezosos,1949
perdidos,1950
pobres,1951
ricos,1952
ricas,1953
hartos,1954
debiles,1955
day,1956
pero,1957
dia,1958
gives,1959
cuentas,1960
where,1961
donde,1962
escondio,1963
wood,1964
madera,1965
arde,1966
llamaste,1967
puedes,1968
irte,1969
marcharte,1970
decide,1971
decides,1972
podeis,1973
iros,1974
pueden,1975
marcharos,1976
marcharse,1977
podes,1978
missed,1979
fallaste,1980
you'll,1981
vereis,1982
you've,1983
ganaste,1984
alguien,1985
teneis,1986
nueva,1987
sois,1988
nuevos,1989
anybody,1990
creative,1991
creativos,1992
discreet,1993
discreto,1994
discretos,1995
merciful,1996
clemente,1997
prepared,1998
preparado,1999
estad,2000
preparados,2001
punctual,2002
puntual,2003
puntuales,2004
ruthless,2005
despiadado,2006
sensible,2007
razonable,2008
razonables,2009
specific,2010
especifico,2011
especifica,2012
thorough,2013
exhaustivo,2014
tolerant,2015
tolerante,2016
vigilant,2017
vigilante,2018
watchful,2019
atento,2020
yourself,2021
misma,2022
beer's,2023
cerveza,2024
behave,2025
portate,2026
comenzar,2027
esperar,2028
hablar,2029
conversar,2030
compruebalo,2031
revisalo,2032
sube,2033
closer,2034
acercate,2035
verme,2036
comfort,2037
consuela,2038
contact,2039
contacto,2040
cociname,2041
cocina,2042
count,2043
cuenta,2044
cuente,2045
probado,2046
final,2047
o,2048
as,2049
haz,2050
later,2051
ahorita,2052
ratito,2053
bowl,2054
juegas,2055
boliche,2056
argue,2057
discutais,2058
blink,2059
parpadees,2060
copieis,2061
haga,2062
hagais,2063
hagan,2064
fight,2065
peleeis,2066
peleen,2067
pelees,2068
entres,2069
laugh,2070
rias,2071
dispares,2072
dispareis,2073
shout,2074
sonrias,2075
sonrian,2076
smoke,2077
fumes,2078
fumeis,2079
fumais,2080
worry,2081
preocupes,2082
preocupeis,2083
preocupen,2084
finish,2085
termine,2086
termina,2087
terminen,2088
terminad,2089
flip,2090
coin,2091
lanza,2092
moneda,2093
tira,2094
disculpe,2095
dressed,2096
vistete,2097
vestite,2098
started,2099
encontrar,2100
buscar,2101
descubrelo,2102
pedir,2103
tumbarte,2104
acostarte,2105
meet,2106
delante,2107
straight,2108
recto,2109
sleep,2110
dormir,2111
vayanse,2112
with,2113
seat,2114
asiento,2115
beer,2116
tomate,2117
vistazo,2118
encontro,2119
escapo,2120
grew,2121
envejecio,2122
venido,2123
guts,2124
agallas,2125
eight,2126
ocho,2127
hated,2128
odiado,2129
nasty,2130
guarro,2131
asqueroso,2132
grima,2133
young,2134
joven,2135
loves,2136
quiere,2137
needs,2138
necesita,2139
jerk,2140
pajero,2141
faking,2142
fingiendo,2143
stupid,2144
estupido,2145
tanque,2146
salame,2147
echeme,2148
vengo,2149
dele,2150
vos,2151
curious,2152
curioso,2153
strange,2154
cocinero,2155
monk,2156
monje,2157
encuentro,2158
dozing,2159
quedando,2160
dormido,2161
taller,2162
apologize,2163
pido,2164
disculpas,2165
asked,2166
pregunte,2167
bread,2168
blame,2169
culpo,2170
bought,2171
comprado,2172
compre,2173
lugar,2174
ultima,2175
dance,2176
bailar,2177
hacerlo,2178
share,2179
compartir,2180
can't,2181
decir,2182
confessed,2183
confese,2184
could,2185
podria,2186
lot,2187
mucho,2188
bebi,2189
conduzco,2190
fruit,2191
fruta,2192
exercised,2193
noto,2194
sexy,2195
dumb,2196
despedi,2197
enfade,2198
dizzy,2199
maree,2200
emborrache,2201
despidieron,2202
tuve,2203
cats,2204
gatos,2205
fish,2206
pescado,2207
peces,2208
golf,2209
mice,2210
ratones,2211
milk,2212
leche,2213
rats,2214
ratas,2215
sand,2216
arena,2217
odiaba,2218
odie,2219
trescientos,2220
dolares,2221
cash,2222
gout,2223
gota,2224
news,2225
traigo,2226
noticias,2227
escucho,2228
heard,2229
oi,2230
oido,2231
hesitated,2232
vacilaba,2233
contrate,2234
both,2235
dos,2236
